,有價證券代號及名稱
18030,045774　道瓊銀凱基43購01
18031,045775　美時凱基43購04
18032,045776　台積電凱基58購01
18033,045777　台積電凱基58購02
18034,045778　台積電凱基58購03
18035,045779　台積電凱基58購04
18036,045780　京城凱基48購01
18037,045781　愛山林凱基43購01
18038,045782　大立光凱基45購04
18039,045783　益登凱基43購02
18040,045784　富華新凱基45購01
18041,045785　新日興凱基43購01
18042,045786　辛耘凱基43購01
18043,045787　世芯凱基43購05
18044,045788　材料凱基43購03
18045,045789　南寶凱基43購01
18046,045790　臻鼎凱基44購03
18047,045791　祥碩凱基43購04
18048,045792　隆大凱基43購02
18049,045793　達麗凱基43購01
18050,045794　緯創元富38購01
18051,045795　伊雲谷凱基43購01
18052,045796　龍德船凱基43購03
18053,045797　勤誠凱基44購01
18054,045798　潤泰新凱基43購01
18055,045799　三發凱基43購01
18056,045800　臺股指凱基43購60
18057,045801　台灣50元大43購18
18058,045802　台灣50元大43購19
18059,045803　台灣50元大43購20
18060,045804　高股息元大43購02
18061,045805　台塑元大43購01
18062,045806　和大元大43購03
18063,045807　潤隆元大43購02
18064,045808　華通元大43購05
18065,045809　華通元大45購01
18066,045810　台積電元大43購34
18067,045811　台積電元大43購35
18068,045812　台積電元大44購04
18069,045813　矽統元大43購01
18070,045814　矽統元大47購01
18071,045815　矽統元大48購01
18072,045816　台光電元大43購03
18073,045817　聯發科元大43購14
18074,045818　聯發科元大43購15
18075,045819　盟立元大43購04
18076,045820　皇昌元大43購01
18077,045821　皇昌元大45購01
18078,045822　皇昌元大48購01
18079,045823　大立光元大43購12
18080,045824　大立光元大43購13
18081,045825　大立光元大43購14
18082,045826　亞光元大43購04
18083,045827　亞光元大43購05
18084,045828　聯詠元大43購02
18085,045829　欣興元大43購10
18086,045830　欣興元大43購11
18087,045831　欣興元大46購02
18088,045832　景碩元大43購05
18089,045833　景碩元大43購06
18090,045834　景碩元大43購07
18091,045835　緯創元大43購09
18092,045836　緯創元大43購10
18093,045837　緯創元大48購01
18094,045838　創意元大43購04
18095,045839　創意元大43購05
18096,045840　創意元大43購06
18097,045841　創意元大43購07
18098,045842　創意元大43購08
18099,045843　創意元大43購09
18100,045844　嘉澤元大43購03
18101,045845　辛耘元大45購02
18102,045846　世芯元大43購13
18103,045847　世芯元大43購14
18104,045848　世芯元大43購15
18105,045849　材料元大43購07
18106,045850　亞翔元大43購04
18107,045851　亞翔元大45購01
18108,045852　亞翔元大48購01
18109,045853　豐藝元大45購02
18110,045854　佳必琪元大43購01
18111,045855　龍德船元大43購01
18112,045856　東哥元大48購01
18113,045857　欣巴巴元大43購02
18114,045858　金融類元大43購01
18115,045859　金像電第一42購01
18116,045860　台光電第一42購01
18117,045861　新日興第一42購01
18118,045862　旺宏中信42購01
18119,045863　旺宏中信45購01
18120,045864　京城中信42購01
18121,045865　世芯中信42購08
18122,045866　台積電兆豐44購01
18123,045867　旺宏兆豐48購01
18124,045868　長榮兆豐44購01
18125,045869　佳必琪兆豐44購01
18126,045870　樺漢兆豐44購01
18127,045871　信錦國泰44購01
18128,045872　興富發國泰44購01
18129,045873　華固國泰44購01
18130,045874　景碩國泰44購01
18131,045875　樺漢國泰44購01
18132,045876　保瑞國泰44購01
18133,045877　台灣50永豐43購01
18134,045878　滬深2X永豐42購01
18135,045879　滬深2X永豐42購02
18136,045880　美時永豐44購02
18137,045881　鴻海永豐42購11
18138,045882　台積電永豐4A購01
18139,045883　台積電永豐4A購02
18140,045884　旺宏永豐44購01
18141,045885　瑞昱永豐43購01
18142,045886　大立光永豐42購03
18143,045887　新日興永豐42購02
18144,045888　TPK永豐42購02
18145,045889　十銓永豐45購01
18146,045890　樺漢永豐42購01
18147,045891　緯穎永豐42購03
18148,045892　旺宏台新42購01
18149,045893　瑞昱台新42購01
18150,045894　台灣50元富48購01
18151,045895　元債2X元富58購02
18152,045896　美時元富48購01
18153,045897　鴻海元富42購10
18154,045898　台積電元富42購22
18155,045899　金像電元富45購01
18156,045900　京城元富42購01
18157,045901　京城元富42購02
18158,045902　京城元富42購03
18159,045903　欣興元富43購02
18160,045904　洋華元富42購01
18161,045905　世芯元富42購04
18162,045906　材料元富43購03
18163,045907　緯穎元富42購05
18164,045908　世紀鋼元富48購01
18165,045909　台灣50凱基43購18
18166,045910　高股息凱基43購01
18167,045911　T50正2凱基44購04
18168,045912　T50反1凱基46購02
18169,045913　元金反凱基48購01
18170,045914　美債2X凱基45購01
18171,045915　和大凱基43購03
18172,045916　潤隆凱基43購02
18173,045917　川湖凱基47購02
18174,045918　台達電凱基44購02
18175,045919　華通凱基43購03
18176,045920　鴻海凱基45購04
18177,045921　國巨凱基43購03
18178,045922　旺宏凱基44購01
18179,045923　矽統凱基46購01
18180,045924　矽統凱基47購01
18181,045925　金像電凱基43購01
18182,045926　台光電凱基43購04
18183,045927　威盛凱基43購04
18184,045928　宏普凱基43購01
18185,045929　皇昌凱基48購01
18186,045930　潤弘凱基43購02
18187,045931　大立光凱基43購07
18188,045932　亞光凱基44購02
18189,045933　欣興凱基43購10
18190,045934　景碩凱基43購02
18191,045935　景碩凱基43購03
18192,045936　緯創凱基48購01
18193,045937　新日興凱基43購02
18194,045938　新日興凱基43購03
18195,045939　群創凱基46購04
18196,045940　辛耘凱基45購04
18197,045941　世芯凱基45購03
18198,045942　新至陞凱基43購01
18199,045943　瑞智凱基43購01
18200,045944　材料凱基43購04
18201,045945　遠雄凱基43購01
18202,045946　亞翔凱基43購04
18203,045947　亞翔凱基43購05
18204,045948　亞翔凱基43購06
18205,045949　亞翔凱基45購01
18206,04594T　華泰元富38售02
18207,045950　緯穎凱基43購06
18208,045951　波力凱基43購01
18209,045952　電子類凱基43購02
18210,045953　台灣50富邦42購17
18211,045954　金像電富邦43購04
18212,045955　京元電富邦45購01
18213,045956　可成富邦43購02
18214,045957　奇鋐富邦44購01
18215,045958　上緯控富邦43購01
18216,045959　臻鼎富邦43購03
18217,04595T　威盛元富38售03
18218,045960　和大統一47購03
18219,045961　美時統一48購01
18220,045962　光寶科統一48購01
18221,045963　台達電統一52購01
18222,045964　金寶統一48購01
18223,045965　矽統統一48購04
18224,045966　矽統統一58購02
18225,045967　全新統一48購02
18226,045968　盟立統一52購01
18227,045969　華新科統一48購01
18228,045970　京城統一49購01
18229,045971　華固統一48購01
18230,045972　華航統一48購01
18231,045973　潤泰全統一48購01
18232,045974　奇鋐統一48購01
18233,045975　奇鋐統一48購02
18234,045976　奇鋐統一48購03
18235,045977　景碩統一48購01
18236,045978　景碩統一49購01
18237,045979　景碩統一4C購01
18238,04597T　臺股指元富39售06
18239,045980　緯創統一48購03
18240,045981　新日興統一48購02
18241,045982　玉晶光統一48購01
18242,045983　敦泰統一48購01
18243,045984　亞翔統一48購02
18244,045985　達麗統一48購01
18245,045986　達麗統一58購01
18246,045987　樺漢統一48購01
18247,045988　矽力統一48購03
18248,045989　矽力統一4A購01
18249,045990　鈺邦統一48購01
18250,045991　緯穎統一47購03
18251,045992　緯穎統一52購01
18252,045993　南電統一48購01
18253,045994　南電統一48購02
18254,045995　勤誠統一48購02
18255,045996　上証2X國票43購02
18256,045997　A50正2國票43購02
18257,045998　中502X國票43購01
18258,045999　南僑國票43購01
18259,046000　台玻國票43購01
18260,046001　中華國票43購01
18261,046002　國巨國票42購02
18262,046003　國巨國票42購03
18263,046004　國巨國票43購02
18264,046005　旺宏國票42購03
18265,046006　旺宏國票44購01
18266,046007　旺宏國票44購02
18267,046008　智邦國票43購01
18268,046009　佳世達國票43購01
18269,046010　台光電國票43購01
18270,046011　威盛國票43購02
18271,046012　國泰金國票43購01
18272,046013　奇鋐國票43購02
18273,046014　富華新國票43購01
18274,046015　景碩國票43購03
18275,046016　新唐國票43購01
18276,046017　同欣電國票46購01
18277,046018　矽力國票43購02
18278,046019　巨大國票43購01
18279,046020　三發國票43購01
18280,046021　臺股指國票43購03
18281,046022　臺股指國票43購04
18282,046023　臺指反元大46購01
18283,046024　元金反元大45購01
18284,046025　台塑元大43購02
18285,046026　士電元大44購04
18286,046027　和大元大43購04
18287,046028　潤隆元大43購03
18288,046029　華通元大44購05
18289,046030　華通元大45購02
18290,046031　華通元大48購01
18291,046032　鴻海元大43購22
18292,046033　鴻海元大44購10
18293,046034　鴻海元大45購09
18294,046035　台積電元大43購37
18295,046036　台積電元大43購38
18296,046037　台積電元大44購05
18297,046038　旺宏元大43購01
18298,046039　旺宏元大43購02
18299,046040　旺宏元大46購01
18300,046041　矽統元大43購02
18301,046042　矽統元大47購02
18302,046043　矽統元大48購02
18303,046044　台光電元大43購04
18304,046045　台光電元大45購02
18305,046046　聯發科元大43購16
18306,046047　聯發科元大43購17
18307,046048　聯發科元大44購01
18308,046049　盟立元大43購05
18309,046050　可成元大43購01
18310,046051　京城元大43購02
18311,046052　興富發元大43購04
18312,046053　皇昌元大43購02
18313,046054　潤弘元大43購01
18314,046055　富邦金元大48購01
18315,046056　欣興元大43購12
18316,046057　欣興元大43購13
18317,046058　欣興元大44購02
18318,046059　富華新元大43購03
18319,04605T　臺股指群益3B售04
18320,046060　緯創元大44購03
18321,046061　辛耘元大43購01
18322,046062　辛耘元大47購02
18323,046063　辛耘元大48購01
18324,046064　世芯元大43購16
18325,046065　世芯元大44購08
18326,046066　世芯元大46購06
18327,046067　材料元大43購08
18328,046068　材料元大43購09
18329,046069　材料元大44購03
18330,046070　遠傳元大43購01
18331,046071　臻鼎元大43購06
18332,046072　隆大元大43購01
18333,046073　亞翔元大43購05
18334,046074　亞翔元大44購03
18335,046075　亞翔元大45購02
18336,046076　矽力元大45購01
18337,046077　南電元大43購01
18338,046078　T50正2群益48購01
18339,046079　滬深2X群益47購01
18340,04607T　臺股指中信39售11
18341,046080　S&P正2群益44購02
18342,046081　元債2X群益49購01
18343,046082　美債2X群益44購01
18344,046083　SGBR2X群益44購01
18345,046084　美費半群益44購01
18346,046085　台化群益42購01
18347,046086　東鹼群益43購01
18348,046087　東鹼群益44購01
18349,046088　中鴻群益42購01
18350,046089　川湖群益42購07
18351,046090　國巨群益42購01
18352,046091　台積電群益45購11
18353,046092　旺宏群益44購01
18354,046093　智邦群益42購04
18355,046094　矽統群益44購01
18356,046095　威盛群益42購01
18357,046096　鉅祥群益42購01
18358,046097　怡利電群益43購01
18359,046098　京城群益46購01
18360,046099　大立光群益42購06
18361,04609T　台積電凱基3B售03
18362,046100　景碩群益42購02
18363,046101　景碩群益43購02
18364,046102　景碩群益48購01
18365,046103　玉晶光群益42購06
18366,046104　辛耘群益43購02
18367,046105　世芯群益42購06
18368,046106　世芯群益44購04
18369,046107　定穎控群益43購01
18370,046108　材料群益42購04
18371,046109　聯茂群益42購05
18372,046110　龍德船群益42購03
18373,046111　勤誠群益42購03
18374,046112　波力群益44購01
18375,046113　鴻海兆豐45購03
18376,046114　材料兆豐45購01
18377,046115　祥碩兆豐42購03
18378,046116　生達元富45購01
18379,046117　美時元富48購02
18380,046118　旺宏元富44購03
18381,046119　旺宏元富44購04
18382,046120　京元電元富42購01
18383,046121　大立光元富42購03
18384,046122　景碩元富42購04
18385,046123　嘉澤元富44購01
18386,046124　世芯元富43購05
18387,046125　貿聯元富42購04
18388,046126　日月光元富42購01
18389,046127　臻鼎元富42購01
18390,046128　達麗元富42購01
18391,046129　力成元富42購01
18392,046130　鈺邦元富42購01
18393,046131　南僑中信42購01
18394,046132　欣興中信42購04
18395,046133　佳必琪中信42購01
18396,046134　台達電永豐43購01
18397,046135　仁寶永豐44購01
18398,046136　華泰永豐43購01
18399,046137　海悅永豐44購02
18400,046138　英業達永豐42購06
18401,046139　技嘉永豐43購03
18402,046140　京元電永豐42購02
18403,046141　國建永豐42購01
18404,046142　太子永豐44購01
18405,046143　愛山林永豐43購01
18406,046144　亞光永豐43購02
18407,046145　材料永豐43購03
18408,046146　中華統一4C購01
18409,046147　光寶科統一52購01
18410,046148　台達電統一48購03
18411,046149　國巨統一48購02
18412,04614T　臺股指凱基3B售03
18413,046150　國巨統一48購03
18414,046151　旺宏統一48購01
18415,046152　海悅統一48購02
18416,046153　海悅統一48購03
18417,046154　海悅統一4C購01
18418,046155　海悅統一52購01
18419,046156　金像電統一47購04
18420,046157　金像電統一48購02
18421,046158　技嘉統一52購01
18422,046159　威盛統一48購01
18423,046160　全新統一48購03
18424,046161　富邦金統一47購02
18425,046162　奇鋐統一48購04
18426,046163　奇鋐統一49購02
18427,046164　亞光統一48購01
18428,046165　零壹統一4C購01
18429,046166　德律統一53購01
18430,046167　欣興統一48購01
18431,046168　景碩統一48購02
18432,046169　世芯統一58購01
18433,046170　貿聯統一4C購01
18434,046171　日月光統一49購03
18435,046172　定穎控統一48購04
18436,046173　精銳統一52購01
18437,046174　材料統一47購01
18438,046175　臻鼎統一48購03
18439,046176　長虹統一48購01
18440,046177　達麗統一4C購01
18441,046178　矽力統一48購04
18442,046179　瑞祺統一52購01
18443,046180　鼎基統一4C購01
18444,046181　龍德船統一48購02
18445,046182　勤誠統一48購03
18446,046183　美利達統一47購01
18447,046184　美利達統一48購01
18448,046185　巨大統一47購01
18449,046186　世紀鋼統一48購03
18450,046187　國巨台新42購01
18451,046188　滬深2X富邦44購01
18452,046189　元日2X富邦44購01
18453,046190　上銀富邦42購02
18454,046191　上銀富邦44購01
18455,046192　上銀富邦46購01
18456,046193　台光電富邦43購02
18457,046194　景碩富邦44購03
18458,046195　緯創富邦43購03
18459,046196　緯創富邦43購04
18460,046197　十銓富邦44購01
18461,046198　中租富邦42購01
18462,046199　台灣50群益42購08
18463,046200　台灣50群益43購01
18464,046201　台灣50群益45購01
18465,046202　和大群益44購01
18466,046203　川湖群益42購08
18467,046204　台達電群益42購08
18468,046205　華通群益42購03
18469,046206　鴻海群益44購09
18470,046207　國巨群益42購02
18471,046208　華泰群益44購01
18472,046209　海悅群益43購02
18473,046210　敬鵬群益42購01
18474,046211　矽統群益42購06
18475,046212　矽統群益48購01
18476,046213　金像電群益44購01
18477,046214　台光電群益42購09
18478,046215　威盛群益44購01
18479,046216　建準群益43購01
18480,046217　宏普群益42購01
18481,046218　欣興群益43購03
18482,046219　景碩群益44購02
18483,046220　緯創群益42購14
18484,046221　新日興群益42購05
18485,046222　辛耘群益42購05
18486,046223　世芯群益44購05
18487,046224　材料群益44購01
18488,046225　隆大群益42購02
18489,046226　亞翔群益42購04
18490,046227　精成科群益43購01
18491,046228　樺漢群益42購02
18492,046229　愛普群益43購02
18493,046230　巨大群益44購01
18494,046231　潤泰新群益44購01
18495,046232　臺股指群益43購05
18496,046233　臺股指群益43購06
18497,046234　臺股指群益43購07
18498,046235　臺股指群益46購03
18499,046236　華友聯國票43購01
18500,046237　東鹼國票43購01
18501,046238　上銀國票43購01
18502,046239　為升國票43購01
18503,046240　聯電國票42購02
18504,046241　國巨國票43購03
18505,046242　旺宏國票43購01
18506,046243　金像電國票43購02
18507,046244　新美齊國票43購01
18508,046245　盟立國票43購01
18509,046246　盟立國票44購01
18510,046247　國揚國票43購01
18511,046248　潤弘國票43購02
18512,046249　新日興國票42購01
18513,046250　新日興國票43購01
18514,046251　精銳國票43購01
18515,046252　望隼國票43購01
18516,046253　訊連國票43購01
18517,046254　隆大國票43購02
18518,046255　緯穎國票43購03
18519,046256　視陽國票43購01
18520,046257　波力國票44購01
18521,046258　寶成國票43購01
18522,046259　潤泰新國票43購02
18523,046260　T50正2凱基48購01
18524,046261　滬深2X凱基48購01
18525,046262　臺指反凱基46購01
18526,046263　元債2X凱基48購03
18527,046264　SGBR2X凱基44購01
18528,046265　南紡凱基43購01
18529,046266　南僑凱基43購01
18530,046267　光寶科凱基48購01
18531,046268　聯電凱基47購01
18532,046269　台積電凱基43購40
18533,046270　台積電凱基43購41
18534,046271　台積電凱基43購42
18535,046272　台積電凱基43購43
18536,046273　旺宏凱基43購01
18537,046274　海悅凱基43購04
18538,046275　華碩凱基43購03
18539,046276　京元電凱基43購02
18540,046277　盟立凱基43購05
18541,046278　盟立凱基46購01
18542,046279　鉅祥凱基43購01
18543,046280　興富發凱基43購04
18544,046281　富邦金凱基44購01
18545,046282　國泰金凱基43購02
18546,046283　聯詠凱基43購02
18547,046284　欣興凱基44購01
18548,046285　富華新凱基43購03
18549,046286　景碩凱基46購01
18550,046287　世芯凱基44購07
18551,046288　貿聯凱基43購02
18552,046289　定穎控凱基43購01
18553,046290　精銳凱基43購01
18554,046291　材料凱基48購01
18555,046292　隆大凱基43購03
18556,046293　長虹凱基43購01
18557,046294　緯穎凱基43購07
18558,046295　惠特凱基43購04
18559,046296　台灣50元大44購02
18560,046297　台灣50元大44購03
18561,046298　台灣50元大45購01
18562,046299　台灣50元大45購02
18563,046300　台灣50元大45購03
18564,046301　大亞元大48購01
18565,046302　潤隆元大43購04
18566,046303　潤隆元大45購01
18567,046304　潤隆元大48購01
18568,046305　上銀元大43購02
18569,046306　上銀元大43購03
18570,046307　上銀元大46購01
18571,046308　鴻海元大43購23
18572,046309　鴻海元大44購11
18573,046310　鴻海元大45購10
18574,046311　台積電元大43購40
18575,046312　台積電元大43購41
18576,046313　台積電元大44購06
18577,046314　旺宏元大43購03
18578,046315　旺宏元大45購01
18579,046316　旺宏元大46購02
18580,046317　海悅元大43購01
18581,046318　海悅元大43購02
18582,046319　海悅元大45購01
18583,046320　矽統元大43購03
18584,046321　矽統元大44購01
18585,046322　矽統元大45購01
18586,046323　金像電元大44購05
18587,046324　金像電元大46購03
18588,046325　金像電元大48購01
18589,046326　友達元大43購03
18590,046327　盟立元大44購02
18591,046328　興富發元大43購05
18592,046329　富邦金元大48購02
18593,04632T　臺股指元大38售05
18594,046330　國泰金元大48購01
18595,046331　大立光元大43購15
18596,046332　欣興元大43購14
18597,046333　欣興元大43購15
18598,046334　欣興元大44購03
18599,046335　景碩元大43購08
18600,046336　景碩元大43購09
18601,046337　景碩元大44購03
18602,046338　辛耘元大43購02
18603,046339　辛耘元大47購03
18604,04633T　臺股指元大38售06
18605,046340　辛耘元大48購02
18606,046341　世芯元大43購17
18607,046342　世芯元大44購09
18608,046343　世芯元大46購07
18609,046344　日月光元大43購03
18610,046345　材料元大43購10
18611,046346　臻鼎元大43購07
18612,046347　臻鼎元大43購08
18613,046348　亞翔元大43購06
18614,046349　亞翔元大43購07
18615,04634T　臺股指元大38售07
18616,046350　亞翔元大44購04
18617,046351　南電元大43購02
18618,046352　臺股指元大44購15
18619,046353　臺股指元大44購16
18620,046354　臺股指元大44購17
18621,046355　臺股指元大44購18
18622,046356　中鴻兆豐48購01
18623,046357　瑞昱兆豐47購01
18624,046358　威盛兆豐48購01
18625,046359　南亞科兆豐48購01
18626,046360　富邦金兆豐44購01
18627,046361　富華新兆豐44購01
18628,046362　神達兆豐44購01
18629,046363　中華國泰44購01
18630,046364　鴻海國泰44購01
18631,046365　聯發科國泰44購01
18632,046366　長榮國泰44購01
18633,046367　亞光國泰44購01
18634,046368　新日興國泰44購01
18635,046369　日月光國泰44購01
18636,046370　亞翔國泰44購01
18637,046371　穎崴國泰44購01
18638,046372　寶成國泰44購01
18639,046373　亞力台新42購01
18640,046374　台達電台新42購01
18641,046375　台積電台新43購01
18642,046376　潤泰新台新42購01
18643,046377　聯電中信42購01
18644,046378　欣興中信42購05
18645,046379　世芯中信42購09
18646,046380　長虹中信42購01
18647,046381　元債2X永豐42購01
18648,046382　元債2X永豐48購02
18649,046383　元債2X永豐4B購01
18650,046384　美債2X永豐47購01
18651,046385　長榮永豐44購02
18652,046386　A50正2國票43購03
18653,046387　中鴻國票43購01
18654,046388　FBNQ2X元富42購02
18655,046389　和大元富42購02
18656,046390　和大元富42購03
18657,046391　光寶科元富44購01
18658,046392　光寶科元富44購02
18659,046393　京元電元富42購02
18660,046394　國泰金元富42購01
18661,046395　昇貿元富42購03
18662,046396　上品元富42購01
18663,046397　祥碩元富42購05
18664,046398　祥碩元富42購06
18665,046399　啟碁元富48購01
18666,046400　寶成元富48購01
18667,046401　滬深2X群益48購01
18668,046402　光寶科群益43購01
18669,046403　聯電群益42購07
18670,046404　台積電群益44購22
18671,046405　台積電群益44購23
18672,046406　京元電群益42購03
18673,046407　聯詠群益42購01
18674,046408　欣興群益42購07
18675,046409　景碩群益43購03
18676,046410　世芯群益42購07
18677,046411　貿聯群益42購07
18678,046412　材料群益44購02
18679,046413　矽創群益42購01
18680,046414　勤誠群益43購07
18681,046415　波力群益43購01
18682,046416　世紀鋼群益42購06
18683,046417　台化富邦44購01
18684,046418　亞力富邦44購01
18685,046419　海悅富邦45購01
18686,046420　南電富邦44購02
18687,046421　臺股指富邦42購22
18688,046422　臺股指富邦43購17
18689,046423　臺股指富邦43購18
18690,046424　士電統一48購03
18691,046425　亞力統一4A購01
18692,046426　川湖統一48購01
18693,046427　川湖統一4A購01
18694,046428　光寶科統一48購02
18695,046429　鴻海統一58購01
18696,046430　台積電統一48購04
18697,046431　台積電統一4A購05
18698,046432　台積電統一52購03
18699,046433　台積電統一52購04
18700,046434　旺宏統一47購01
18701,046435　智邦統一48購01
18702,046436　海悅統一48購04
18703,046437　海悅統一58購01
18704,046438　宏碁統一48購01
18705,046439　英業達統一4C購01
18706,046440　金像電統一4A購01
18707,046441　大同統一48購04
18708,046442　威盛統一48購02
18709,046443　威盛統一48購03
18710,046444　威盛統一58購01
18711,046445　建準統一52購01
18712,046446　京元電統一47購01
18713,046447　全新統一48購04
18714,046448　宏璟統一48購01
18715,046449　皇翔統一48購01
18716,04644T　臺股指群益38售06
18717,046450　奇鋐統一52購01
18718,046451　德律統一48購01
18719,046452　益登統一4A購01
18720,046453　景碩統一47購05
18721,046454　緯創統一4C購01
18722,046455　辛耘統一48購02
18723,046456　碩天統一48購01
18724,046457　碩天統一48購02
18725,046458　世芯統一48購03
18726,046459　瑞智統一48購01
18727,04645T　臺股指群益38售07
18728,046460　精銳統一48購01
18729,046461　晶心科統一48購01
18730,046462　勤誠統一52購01
18731,046463　世紀鋼統一48購04
18732,046464　世紀鋼統一48購05
18733,046465　士電元大43購05
18734,046466　亞力元大43購01
18735,046467　亞力元大43購02
18736,046468　亞力元大43購03
18737,046469　亞力元大45購01
18738,046470　亞力元大47購01
18739,046471　和大元大43購05
18740,046472　大亞元大46購02
18741,046473　大亞元大47購02
18742,046474　大亞元大48購02
18743,046475　潤隆元大43購05
18744,046476　潤隆元大43購06
18745,046477　潤隆元大43購07
18746,046478　中華元大43購01
18747,046479　台達電元大43購04
18748,046480　台達電元大43購05
18749,046481　台達電元大43購06
18750,046482　華通元大43購06
18751,046483　華通元大44購06
18752,046484　華通元大46購01
18753,046485　鴻海元大43購24
18754,046486　鴻海元大43購25
18755,046487　鴻海元大43購26
18756,046488　台積電元大43購42
18757,046489　台積電元大43購43
18758,046490　台積電元大44購07
18759,046491　旺宏元大43購04
18760,046492　矽統元大43購04
18761,046493　矽統元大44購02
18762,046494　矽統元大45購02
18763,046495　金像電元大44購06
18764,046496　金像電元大46購04
18765,046497　金像電元大48購02
18766,046498　興富發元大43購06
18767,046499　皇昌元大44購01
18768,046500　大立光元大43購16
18769,046501　欣興元大43購16
18770,046502　欣興元大43購17
18771,046503　欣興元大44購04
18772,046504　富華新元大43購04
18773,046505　景碩元大43購10
18774,046506　景碩元大43購11
18775,046507　景碩元大44購04
18776,046508　辛耘元大43購03
18777,046509　辛耘元大43購04
18778,046510　日月光元大43購04
18779,046511　亞翔元大43購08
18780,046512　亞翔元大44購05
18781,046513　亞翔元大47購03
18782,046514　波力元大43購01
18783,046515　台灣50凱基43購20
18784,046516　台灣50凱基44購03
18785,046517　台灣50凱基45購02
18786,046518　台灣50凱基45購03
18787,046520　台灣50凱基45購04
18788,046521　台塑凱基45購01
18789,046522　華友聯凱基43購01
18790,046523　亞力凱基43購02
18791,046524　亞力凱基43購03
18792,046525　亞力凱基43購04
18793,046526　潤隆凱基43購03
18794,046527　上銀凱基43購02
18795,046528　川湖凱基43購03
18796,046529　中華凱基43購01
18797,046530　華通凱基43購04
18798,046531　鴻海凱基45購05
18799,046532　台積電凱基43購44
18800,046533　台積電凱基43購45
18801,046534　台積電凱基43購46
18802,046535　台積電凱基43購47
18803,046536　佳世達凱基43購01
18804,046537　矽統凱基45購01
18805,046538　金像電凱基44購01
18806,046539　金像電凱基46購02
18807,046540　圓剛凱基43購01
18808,046541　國建凱基43購01
18809,046542　宏璟凱基43購01
18810,046543　皇翔凱基43購01
18811,046544　大立光凱基43購08
18812,046545　華立凱基43購02
18813,046546　偉訓凱基43購01
18814,046547　景碩凱基46購02
18815,046548　新日興凱基43購04
18816,046549　世芯凱基44購08
18817,046550　材料凱基44購01
18818,046551　臻鼎凱基44購04
18819,046552　祥碩凱基43購05
18820,046553　亞翔凱基43購07
18821,046554　華孚凱基43購01
18822,046555　樺漢凱基43購01
18823,046556　洋基凱基43購01
18824,046557　龍德船凱基46購01
18825,046558　寶成凱基44購01
18826,046559　臺股指凱基43購63
18827,046560　臺股指凱基43購64
18828,046561　臺股指凱基43購65
18829,046562　臺股指凱基44購18
18830,046563　華通兆豐44購01
18831,046564　英業達兆豐44購01
18832,046565　台光電兆豐44購01
18833,046566　聯發科兆豐44購01
18834,046567　奇鋐兆豐44購01
18835,046568　奇鋐兆豐45購01
18836,046569　欣興兆豐48購01
18837,046570　玉晶光兆豐44購01
18838,046571　南電兆豐48購01
18839,046572　台灣50凱基43購21
18840,046573　元日2X凱基46購02
18841,046574　東鹼凱基43購02
18842,046575　川湖凱基43購04
18843,046576　聯電凱基43購05
18844,046577　台達電凱基43購04
18845,046578　鴻海凱基44購04
18846,046579　台積電凱基44購04
18847,046580　技嘉凱基43購07
18848,046581　聯發科凱基43購08
18849,046582　鉅祥凱基43購02
18850,046583　興富發凱基43購05
18851,046584　皇昌凱基43購02
18852,046585　長榮凱基43購12
18853,046586　大立光凱基43購09
18854,046587　奇鋐凱基43購04
18855,046588　智原凱基43購07
18856,046589　智原凱基43購08
18857,046590　欣興凱基43購12
18858,046591　富華新凱基43購04
18859,046592　景碩凱基44購02
18860,046593　世芯凱基43購06
18861,046594　材料凱基43購05
18862,046595　臻鼎凱基43購03
18863,046596　亞翔凱基47購01
18864,046597　龍德船凱基43購04
18865,046598　臺股指凱基43購66
18866,046599　臺股指凱基43購67
18867,046600　臺股指凱基43購68
18868,046601　臺股指凱基44購19
18869,046602　亞力統一4B購01
18870,046603　台積電統一4A購06
18871,046604　台積電統一4B購01
18872,046605　台積電統一4C購09
18873,046606　勤誠統一52購02
18874,046607　世芯中信42購10
18875,046608　臻鼎中信42購02
18876,046609　台積電永豐4C購01
18877,046610　台積電永豐4C購02
18878,046611　台灣50台新43購02
18879,046612　台積電台新43購02
18880,046613　友達台新42購01
18881,046614　聯發科台新43購02
18882,046615　欣興台新42購01
18883,046616　牧德國票43購01
18884,046617　樺漢國票43購02
18885,046618　元債2X國泰44購01
18886,046619　元債2X國泰44購02
18887,046620　華新國泰44購01
18888,046621　聯電國泰44購01
18889,046622　華通國泰44購01
18890,046623　台積電國泰44購02
18891,046624　金像電國泰44購01
18892,046625　技嘉國泰44購01
18893,046626　瑞昱國泰44購01
18894,046627　台積電凱基3C購04
18895,046628　南亞科國泰44購01
18896,046629　聯發科國泰44購02
18897,04662T　FBNQ2X凱基38售02
18898,046630　大立光國泰44購01
18899,046631　聯詠國泰44購01
18900,046632　TPK國泰44購01
18901,046633　佳必琪國泰44購01
18902,046634　亞力群益42購01
18903,046635　亞力群益42購02
18904,046636　川湖群益44購04
18905,046637　中華群益44購01
18906,046638　華通群益42購04
18907,046639　鴻海群益44購10
18908,046640　國巨群益42購03
18909,046641　台積電群益42購25
18910,046642　台積電群益42購26
18911,046643　台積電群益42購27
18912,046644　台積電群益42購28
18913,046645　宏碁群益42購03
18914,046646　金像電群益44購02
18915,046647　裕民群益42購02
